revision;newArtefactsReferencingEditedOnes
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_22fdfb2_efc6dbb/rev_22fdfb2-efc6dbb.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_e5198d0_66449d6/rev_e5198d0-66449d6.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_66449d6_4ebc94a/rev_66449d6-4ebc94a.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_9ea97b5_5e29810/rev_9ea97b5-5e29810.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_5e29810_0a97f83/rev_5e29810-0a97f83.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_cd42b32_900278f/rev_cd42b32-900278f.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_651d25e_d588d01/rev_651d25e-d588d01.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_d588d01_3d4d264/rev_d588d01-3d4d264.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_74738d0_d34507d/rev_74738d0-d34507d.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_d34507d_d6ade39/rev_d34507d-d6ade39.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_e71c2b1_0068c1a/rev_e71c2b1-0068c1a.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_46e96b2_60612be/rev_46e96b2-60612be.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_be7030c_3835feb/rev_be7030c-3835feb.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_20a425e_0591c98/rev_20a425e-0591c98.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_7afa7b0_9711533/rev_7afa7b0-9711533.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_9711533_f242b01/rev_9711533-f242b01.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_b276656_00a016c/rev_b276656-00a016c.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_00a016c_13ccc1c/rev_00a016c-13ccc1c.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_7ac504a_578f4c0/rev_7ac504a-578f4c0.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_578f4c0_0a53972/rev_578f4c0-0a53972.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_df71304_6b09030/rev_df71304-6b09030.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_6b09030_f9d5bfd/rev_6b09030-f9d5bfd.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_88b101b_0854300/rev_88b101b-0854300.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_0854300_fe695a5/rev_0854300-fe695a5.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_81aaebd_756bcd9/rev_81aaebd-756bcd9.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_756bcd9_d9363b4/rev_756bcd9-d9363b4.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_50dd306_ab7aad1/rev_50dd306-ab7aad1.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_3f69679_7b8a8f1/rev_3f69679-7b8a8f1.revisions;0
